isbn13,full_title,authors,published_year,description,refined_categories,average_rating,num_pages,thumbnail
9780671042851,The Girl Who Loved Tom Gordon,Stephen King,1999,"The acclaimed #1 New York Times and undisputed King of Horror Stephen King offers a frightening suspense novel about a young girl who becomes lost in the woods as night falls. On a six-mile hike on the Maine-New Hampshire branch of the Appalachian Trail, nine-year-old Trisha McFarland quickly tires of the constant bickering between her older brother, Pete, and her recently divorced mother. But when she wanders off by herself, and then tries to catch up by attempting a shortcut, she becomes lost in a wilderness maze full of peril and terror. As night falls, Trisha has only her ingenuity as a defense against the elements, and only her courage and faith to withstand her mounting fears. For solace she tunes her Walkman to broadcasts of Boston Red Sox baseball games and follows the gritty performances of her hero, relief pitcher Tom Gordon. And when her radio’s reception begins to fade, Trisha imagines that Tom Gordon is with her—protecting her from an all-too-real enemy who has left a trail of slaughtered animals and mangled trees in the dense, dark woods…","['Horror', 'Love', 'Personal Development', 'Young Adult', 'Mystery']",3.58,264.0,http://books.google.com/books/content?id=dtjKROABhp4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671047641,Venice: Lion City: The Religion of Empire,Garry Wills,2002,"A unique historical perspective on Venice, one of the world's most fascinating cities, during the fifteenth and sixteenth centuries, is told through the art, which is connected to its imperial religion and which details the labor, warfare, government, prayer, and discipline of the time. Reprint.","['Historical', 'Religion', 'Young Adult', 'Non-fiction']",3.74,416.0,http://books.google.com/books/content?id=OaarttemhYgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671417017,Confessions of an Actor: Laurence Olivier an Autobiography/#07444,Laurence Oliver,1982,"An autobiography by the English actor discusses his theatrical and film career and offers a candid account of his personal life, focusing on his relationship with actress Vivien Leigh","['Historical', 'Non-fiction', 'Young Adult', 'Love']",3.71,348.0,https://covers.openlibrary.org/b/id/4648697-M.jpg
9780671440695,"Soldier, general of the army, president-elect, 1890-1952: Soldier, General of the Army, President-Elect, 1890-1952",Stephen E. Ambrose,1985,"Stephen E. Ambrose draws upon extensive sources, an unprecedented degree of scholarship, and numerous interviews with Eisenhower himself to offer the fullest, richest, most objective rendering yet of the soldier who became president. He gives us a masterly account of the European war theater and Eisenhower's magnificent leadership as Allied Supreme Commander. Ambrose's recounting of Eisenhower's presidency, the first of the Cold War, brings to life a man and a country struggling with issues as diverse as civil rights, atomic weapons, communism, and a new global role. Along the way, Ambrose follows the 34th President's relations with the people closest to him, most of all Mamie, his son John, and Kay Summersby, as well as Franklin D. Roosevelt, Winston Churchill, Charles de Gaulle, Harry Truman, Nixon, Dulles, Khrushchev, Joe McCarthy, and indeed, all the American and world leaders of his time. This superb interpretation of Eisenhower's life confirms Stephen Ambrose's position as one of our finest historians. Copyright © Libri GmbH. All rights reserved.","['Historical', 'Non-fiction', 'Young Adult', 'Personal Development']",4.2,637.0,http://books.google.com/books/content?id=6c7tAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671447540,"Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life and the Unique Child Who Became Theodore Roosevelt",David McCullough,1982,"Examines the life of Theodore Roosevelt from age ten to twenty-seven, focusing on the influence of his family relationships and experiences on his growth to manhood","['Historical', 'Non-fiction', 'Personal Development', ""Children's"", 'Adventure', 'Young Adult', 'Love']",4.12,445.0,http://books.google.com/books/content?id=FwemES2QqsUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671519162,Guilty as Charged: A Mystery Writers of America Anthology,Scott Turow,1996,"An anthology of courtroom drama and whodunit suspense includes short works by such popular authors as John Lutz, Stuart Kaminsky, Jay Brandon, John Jakes, Lia Matera, and Bill Brozini. Original.",['Mystery'],3.76,10.0,http://books.google.com/books/content?id=oBqZfJNVr_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671519186,The Night Awakens: A Mystery Writers of America Anthology,Mary Higgins Clark,2000,"The crowned Queen of Suspense, #1 New York Times bestselling author Mary Higgins Clark, has no peer in the realm of stylish, sophisticated thrillers -- brilliant, breathtaking tales that delve into the deepest affairs of the heart, the darkest crimes of passion. Now, in that same haunting tradition, she invites a star-studded cast of authors to share original stories of men and women joined in love...and driven to murder. Sara Shankman puts a chilling new spin on payback...Joseph Hansen slaps a rancher with a cold wake-up call out on the trail...Loren D. Estleman cuts a honeymoon short when a bride learns she's married to the mob...Brendan DuBois drives a brother to distractionon the road to revenge...Sally Gunning pushes jealousy to a murderous extreme...Nancy Pickard exposes the truth behind the headlines as a young love leads to old-fashioned homicide...and a panoply of other renouned writers spellbind us with the seductive charms of love, lust, and other lethal attractions.","['Mystery', 'Love']",3.5,303.0,http://books.google.com/books/content?id=TLK4yMezNiMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671519988,The Leader In You: The Leader In You,Dale Carnegie,1995,"For nearly a century, the words and works of Dale Carnegie & Associates, Inc., have translated into proven success—a claim verified by millions of satisfied graduates; a perpetual 3,000-plus enrollment roster per week; and book sales, including the mega-bestseller How to Win Friends and Influence People, totaling over thirty million copies. Now, in The Leader In You, coauthors Stuart R. Levine and Michael A. Crom apply the famed organization’s time-tested human relations principles to demonstrate how anyone, regardless of his or her job, can harness creativity and enthusiasm to work more productively. With insights from leading figures in the corporate, entertainment, sports, academic, and political arenas—and encompassing interviews and advice from such eminent authorities as Lee Iacocca and Margaret Thatcher—this comprehensive, step-by-step guide includes strategies to help you: identify your leadership strengths; achieve your goals and increase your self-confidence; eliminate an “us vs. them” mentality; become a team player and strengthen cooperation among associates; balance work and leisure; control your worries and energize your life; and much more! The most important investment you will ever make is in yourself—once you discover the key that unlocks The Leader In You.","['Personal Development', 'Non-fiction', 'Historical', 'Young Adult', 'Adventure', ""Children's""]",4.09,256.0,http://books.google.com/books/content?id=kvE_lAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671524098,Sharp Edges,Jayne Ann Krentz,1998,"A museum curator and a rough-hewn private investigator enter the sinister, high-stakes world of priceless art, where they discover that the most valuable commodity is knowing whom to trust","['Young Adult', 'Non-fiction', 'Science Fiction']",3.86,368.0,http://books.google.com/books/content?id=qaphBUh4GHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671553029,Harvest,Tess Gerritsen,1997,"Medical resident Dr. Abby Matteo is elated when the elite cardiac transplant team at Boston's Bayside Hospital taps her as a potential recruit. But faced with a tormenting life-and-death decision, Abby helps direct a crash victim's harvested heart to a dying teenager -- instead of the wealthy older woman who was supposed to receive it. The repercussions leave Abby shaken and plagued with self-doubt. Suddenly, a new heart appears, and the woman's transplant is completed. Then Abby makes a terrible discovery. The donor records have been falsified -- the new heart has not come through the proper channels. Defying the hospital's demands for silence, she begins her own investigation that reveals a murderous, unthinkable conspiracy. Every move Abby makes spawns a vicious backlash...and on a ship anchored in the waters of Boston harbor, the grisly truth lies waiting.","['Young Adult', 'Horror', 'Historical', 'Non-fiction', 'Mystery', 'Science Fiction', 'Adventure']",4.1,368.0,http://books.google.com/books/content?id=GY5mZyojjv8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671553043,Life Support,Tess Gerritsen,1998,"New York Times bestselling author Tess Gerritsen weaves authenticity into another novel of searing medical suspense, as a dedicated woman doctor probes into the cause of a mystifying and lethal outbreak. The quiet overnight shift at Springer Hospital ER suits Dr. Toby Harper just fine -- until she admits a man in critical condition from a possible viral infection of the brain. The delirious man barely responds to treatment -- and then disappears without a trace. Before Toby can find him, a second case occurs, revealing a terrifying fact: the virus can only be spread through direct tissue exchange. Following a trail of death that winds from a pregnant sixteen-year-old prostitute to her own home, Toby discovers the unthinkable: the epidemic didn't just happen -- someone let it loose....","['Horror', 'Mystery']",3.99,400.0,http://books.google.com/books/content?id=s-bKpPSlbbUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671559342,Alien Stars: edited by Elizabeth Mitchell.,"C. J. Cherryh;Haldeman, Joe W;Mitchell, Elizabeth;Zahn, Timothy",1985,Three notable science fiction authors pit men and women against difficult alien races in their respective stories of extraterrestrial wars of the future,['Science Fiction'],3.55,254.0,https://covers.openlibrary.org/b/id/10038262-M.jpg
9780671569020,Orchid,Jayne Castle,1998,"New York Times bestselling author JAYNE CASTLE The wildly popular alter ego of bestselling author Jayne Ann Krentz creates “delectably entertaining paranormal romantic suspense” (Booklist) in the “unique, synergistic world of St. Helen’s” (Library Journal ), the not-so-distant space colony where hearts and minds are gloriously in sync! Atop psychic for exclusive Psynergy Inc., Orchid Adams has her hands full with a baffling murder—which doesn’t exactly allow time for husband hunting. Is it even possible there’s a man on St. Helen’s who measures up to her dreams of wedded bliss? Take her new client, Rafe Stonebraker: primitive and elemental, an unlicensed P.I. with some serious secrets, Rafe is hardly marriage material. So why does his powerful presence have Orchid imagining the most outrageous affair? Rafe is embroiled in solving a strange theft while thwarting a hostile takeover of Stonebraker Shipping; he needs a wife—and fast—to salvage his credibility. Orchid Adams doesn’t fit the profile he had in mind, but she fits in his arms. Will their electrifying connection end up getting them burned?","['Mystery', 'Love', 'Personal Development', 'Science Fiction', 'Young Adult']",4.15,327.0,http://books.google.com/books/content?id=H4CYlAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
